"Translation Info:
#---------------------------
3307,28,55,"55. N’iyo bumvise ibidafite akamaro barabyirengagiza, bakavuga bati “Twe dufite ibyo dukora namwe mukagira ibyanyu, amahoro nabe kuri mwe. Ntidushaka kugirana ubucuti n’injiji.”",""
3308,28,56,"56. Rwose, wowe (Muhamadi) ntuyobora uwo ukunze, ahubwo Allah ni We uyobora uwo ashaka. Kandi ni We uzi neza abayobotse.",""
3309,28,57,"57. (Abahakanyi b’i Maka) baranavuga bati “Nituramuka dukurikiye umuyoboro (wazanye, tukaba) hamwe nawe, tuzirukanwa ku butaka bwacu!” Ese ntitwabatuje ahantu hatagatifu kandi hatekanye (Maka), hazanwa imbuto z’ubwoko bwose zikaba ari amafunguro aba aduturutseho? Nyamara abenshi muri bo ntibabizi.”",""
3310,28,58,"58. Ese ni imidugudu ingahe yigometse tukayoreka kubera imibereho myiza yari ifite (ikabashuka ibatesha kwemera Allah n’intumwa ze)? Ngariya amazu yabo atarongeye guturwamo nyuma yabo uretse make muri yo. Kandi mu by’ukuri ni twe twari abazungura.",""
3311,28,59,"59. Kandi Nyagasani wawe ntiyarimbura imidugudu atabanje kohereza mu murwa mukuru wayo intumwa ibasomera amagambo yacu. Ndetse ntidushobora kurimbura imidugudu abayituye atari inkozi z’ibibi.",""
3312,28,60,"60. Kandi icyo mwahawe cyose ni umunezero w’ubuzima bw’isi n’umutako wayo (by’igihe gito). Naho ibiri kwa Allah (ingororano) ni byo byiza kandi bizahoraho. Ese ntimugira ubwenge?",""
3313,28,61,"61. Ese uwo twasezeranyije isezerano ryiza (ijuru) maze akazaribona, ni kimwe n’uwo twahaye umunezero w’ubuzima bw’isi (akaba ari bwo ahitamo gusa) maze ku munsi w’imperuka akazaba mu bazazanwa (ngo bahanwe)?",""
3314,28,62,"62. Kandi (wibuke) umunsi (Allah) azabahamagara akavuga ati “Ese ibyo mwajyaga mumbangikanya na byo biri he?”",""
3315,28,63,"63. Ba bandi bazahamwa n’imvugo (y’ibihano) bazavuga bati “Nyagasani! Bariya ni abo twayobeje. Twabayobeje nk’uko natwe twayobye. Turabihakanye imbere yawe! Rwose si twe basengaga.”",""
3316,28,64,"64. Bazabwirwa bati “Ngaho nimuhamagare ibigirwamana byanyu! Maze babihamagare ariko ntibizabitaba. Nuko babone ibihano (bibategereje), maze (bicuze bavuga bati): Iyo tuza kuba twarayobotse.”",""
3317,28,65,"65. Kandi (wibuke) umunsi (Allah) azabahamagara akavuga ati “Ni iki mwasubije Intumwa (ku byo twazibatumyeho)?”",""
3318,28,66,"66. Bazabura icyo basubiza kuri uwo munsi kandi ntibazashobora kubazanya.",""
3319,28,67,"67. Ariko uzaba yaricujije, akemera (Allah) akanakora ibikorwa byiza, uwo azaba mu bakiranutsi.",""
3320,28,68,"68. Kandi Nyagasani wawe arema icyo ashaka akanahitamo (uwo aha ubutumwa), nta mahitamo (abantu) babigiramo. Ubutagatifu ni ubwa Allah, nta ho ahuriye n’ibyo bamubangikanya na byo.",""
3321,28,69,"69. Ndetse Nyagasani wawe azi ibyo ibituza byabo bihishe n’ibyo bagaragaza.",""
3322,28,70,"70. Kandi ni We Allah; nta yindi mana ikwiye gusengwa by’ukuri itari We. Ishimwe n’ikuzo byuzuye ni ibye ku ntangiriro (ku isi) no ku mperuka. Ni we uca iteka, kandi iwe ni ho muzagarurwa.",""
3323,28,71,"71.Vuga (yewe Muhamadi) uti “Nimumbwire! Ese Allah aramutse abashyiriyeho ijoro rihoraho kuzageza ku munsi w’imperuka, ni iyihe mana itari Allah yabazanira urumuri? Ese ntimwumva?”",""
3324,28,72,"72. Vuga (yewe Muhamadi) uti “Nimumbwire! Ese Allah aramutse abashyiriyeho amanywa ahoraho kuzageza ku munsi w’imperuka, ni iyihe mana itari Allah, yabazanira ijoro muruhukamo? Ese ntimubona?”",""
3325,28,73,"73. No kubera impuhwe ze (Allah) yabashyiriyeho ijoro kugira ngo muriruhukemo, n’amanywa kugira ngo mushakishemo ingabire ze, (ibyo byose yabibashyiriyeho) kugira ngo mubashe gushimira.",""
3326,28,74,"74. Kandi (wibuke) umunsi (Allah) azabahamagara akavuga ati “Ese ibyo mwajyaga mumbangikanya na byo biri he?”",""
3327,28,75,"75. Tuzazana umuhamya muri buri muryango (Umat), maze tuvuge tuti “Ngaho nimuzane ibimenyetso byanyu (bigaragaza ukuri kw’ibyo mwasengaga; maze babibure).” Ubwo ni bwo bazamenya ko ukuri ari ukwa Allah. Kandi ibyo bihimbiye (biringira ko bizabakorera ubuvugizi kwa Allah ku munsi w’imperuka) bizabitarura babibure!",""
3328,28,76,"76. Mu by’ukuri Qaruna yari umwe mu bantu ba Musa, nuko abigiraho umwibone. Kandi twamuhaye ibigega by’ubutunzi ku buryo imfunguzo zabyo zaremereraga itsinda ry’abantu bafite imbaraga. (Wibuke) ubwo abantu be bamubwiraga bati “Ntukibone. Mu by’ukuri Allah ntakunda abibona.”",""
3329,28,77,"77. Kandi ushake ubuturo bwo ku munsi w’imperuka mu byo Allah yaguhaye (ubitanga mu nzira nziza), ntuzanibagirwe umugabane wawe ku isi (kwishimisha bitanyuranye n’amategeko ya Allah), kandi ujye ugira neza nk’uko nawe Allah yakugiriye neza. Ndetse ntugakore ubwononnyi ku isi, mu by’ukuri Allah ntakunda abononnyi.",""
3330,28,78,"78. (Qaruna) aravuga ati “Mu by’ukuri ibi nabihawe kubera ubumenyi mfite.” Ese (Qaruna) ntiyamenye ko Allah yarimbuye ibisekuru mbere ye byamurushaga imbaraga no kurundanya imitungo? Kandi inkozi z’ibibi ntizizabazwa ibijyanye n’ibyaha byazo (kuko Allah abizi neza)!",""
3331,28,79,"79. Nuko (Qaruna) arasohoka agera mu bantu be (yambaye) imirimbo ye, maze ba bandi bakunda ubuzima bw’isi baravuga bati “Iyaba twari dufite nk’ibyahawe Qaruna (imitungo). Mu by’ukuri ni umunyamahirwe ahambaye.”",""
3332,28,80,"80. Ariko ba bandi bahawe ubumenyi baravuga bati “Muramenye! Ibihembo bya Allah ni byo byiza kuri wa wundi wemeye akanakora ibikorwa byiza.” Kandi ibyo ntibibonwa (n’uwo ari we wese) usibye abihangana.",""
3333,28,81,"81. Nuko tumurigitisha mu butaka we n’inzu ye, ntiyigera abona itsinda rimutabara ritari Allah. Kandi na we ubwe ntiyashoboye kwitabara.",""
3334,28,82,"82. Maze abifuzaga urwego nk’urwe ku munsi wabanje, baravuga bati “Burya bwose! Allah yongerera amafunguro uwo ashaka mu bagaragu be akanayagabanya (ku wo ashaka). Iyo Allah ataza kutugirira ubuntu natwe yari kuturigitisha (mu butaka). Burya bwose! Abahakanyi ntibazakiranuka!”",""
3335,28,83,"83. Ubwo buturo bwa nyuma (Ijuru) twabugeneye ba bandi badashaka kwishyira hejuru cyangwa ngo bakore ubwononnyi ku isi. Kandi iherezo ryiza ni iry’abagandukira Allah.",""
3336,28,84,"84. (Kuri uwo munsi), uzaba yarakoze icyiza (ku isi) azabona icyiza kikiruta, n’uzaba yarakoze ikibi (amenye ko) abakoze ibibi nta kindi bazahembwa kitari ibyo bakoraga.",""
3337,28,85,"85. Mu by’ukuri uwaguhishuriye Qur’an (yewe Muhamadi) azanagusubiza ahantu hawe h’isezerano (Maka cyangwa mu Ijuru nyuma yo gupfa kwawe). Vuga uti “Nyagasani wanjye ni We uzi neza uwayobotse (by’ukuri) ndetse n’uri mu buyobe bugaragara.”",""
3338,28,86,"86. Kandi ntabwo wigeze utekereza ko uzahishurirwa igitabo (cya Qur’an), ariko ku bw’impuhwe za Nyagasani wawe (waragihishuriwe). Bityo ntuzashyigikire abahakanyi.",""
3339,28,87,"87. Kandi rwose (ababangikanyamana) ntibazakubuze kugeza amagambo ya Allah (ku bantu) nyuma y’uko uyahishuriwe. Ujye unahamagarira (abantu) kugana Nyagasani wawe, ndetse ntuzabe mu babangikanyamana.",""
3340,28,88,"88. Kandi ntuzabangikanye Allah n’uwo ari we wese. Nta yindi mana ikwiriye gusengwa by’ukuri itari We. Buri kintu cyose kizarimbuka usibye uburanga bwe (Allah). Ni we ufite ubutware (bwa buri kintu) kandi Iwe ni ho muzasubizwa.",""
3341,29,1,"1. Alif Laam Miim[169]","[169] Alif Laam Miim: Inyuguti nk’izi twazivuzeho mu masura (ibice) yatambutse."
3342,29,2,"2. Ese abantu bibaza ko bazabaho batageragezwa kubera ko bavuze bati “Twaremeye?”",""
3343,29,3,"3. Kandi rwose twagerageje ababayeho mbere yabo; bityo nta gushidikanya ko Allah azi neza abanyakuri, kandi nta gushidikanya ko azi neza abanyabinyoma.",""
3344,29,4,"4. Cyangwa ba bandi bakora ibikorwa bibi bibwira ko bazaducika? Rwose ibyo bibwira ni bibi.",""
3345,29,5,"5. Uwizera kuzahura na Allah, mu by’ukuri igihe ntarengwa Allah yagennye kizagera nta kabuza. Kandi We ni Uwumva bihebuje, Umumenyi uhebuje.",""
3346,29,6,"6. Kandi uzagira umuhate, uwo azaba abyigiriye ubwe. Mu by’ukuri Allah arihagije nta cyo akeneye ku biremwa byose.",""
3347,29,7,"7. Kandi ba bandi bemeye bakanakora ibikorwa byiza, rwose tuzabababarira ibyaha, tunabagororere bihebuje kubera ibyo bakoraga.",""
3348,29,8,"8. Twanategetse umuntu kugirira neza ababyeyi be; ariko nibaramuka baguhatiye kumbangikanya n’ibyo udafitiye ubumenyi, ntuzabumvire. Iwanjye ni ho garukiro ryanyu, maze nkazababwira ibyo mwajyaga mukora.",""
3349,29,9,"9. Na ba bandi bemeye bakanakora ibyiza, rwose tuzabinjiza mu ntungane (mu ijuru).",""
3350,29,10,"10. No mu bantu hari abavuga bati “Twemeye Allah!” Ariko batotezwa bazira Allah, bagafata ibigeragezo by’abantu nk’ibihano bya Allah (bagata ukwemera); nyamara ubutabazi buturutse kwa Nyagasani wawe bwagera (ku bemeramana), (indyarya) zikavuga ziti “Mu by’ukuri twari kumwe namwe.” Ese Allah si We uzi neza ibiri mu bituza by’ibiremwa byose?",""
3351,29,11,"11. Kandi Allah azi neza abemeye ndetse azi neza indyarya.",""
3352,29,12,"12. Na ba bandi bahakanye babwiye abemeye bati “Nimukurikire inzira yacu, tuzirengera ibyaha byanyu.” Nyamara ntibazigera birengera ibyaha byabo, ahubwo mu by’ukuri ni abanyabinyoma.",""
3353,29,13,"13. Kandi rwose ku munsi w’imperuka bazikorera imitwaro yabo hamwe n’indi mitwaro (y’abo bayobeje) yiyongereye ku yabo. Ndetse rwose kuri uwo munsi bazabazwa ibyo bahimbaga.",""
3354,29,14,"14. Kandi rwose twohereje Nuhu ku bantu be, abana na bo imyaka igihumbi iburaho mirongo itanu (abahamagarira kwemera Allah, ntibamwumvira). Nuko barimburwa n’umwuzure kandi bari inkozi z’ibibi.",""
3355,29,15,"15. Nuko turamurokora we n’abari mu nkuge, maze tubigira ikimenyetso ku biremwa byose.",""
3356,29,16,"16. (Unibuke yewe Muhamadi) ubwo Ibrahimu yabwiraga abantu be ati “Nimugaragire Allah munamugandukire. Ibyo ni byo byiza kuri mwe, iyaba mwari mubizi.”",""
3357,29,17,"17. Rwose ibyo mugaragira bitari Allah ni ibigirwamana, maze mugahimba ikinyoma (mubyita Imana). Mu by’ukuri ibyo mugaragira bitari Allah, si byo bigenga amafunguro yanyu. Bityo nimushakire amafunguro kwa Allah, mumugaragire (wenyine) kandi mumushimire. Iwe ni ho muzasubizwa.",""
3358,29,18,"18. Kandi nimuhinyura (Intumwa, mumenye ko) rwose n’abababanjirije barazihinyuye. Nta n’ikindi intumwa ishinzwe usibye gusohoza ubutumwa ku buryo bugaragara.",""
3359,29,19,"19. Ese (abahakanyi) ntibabona uko Allah yaremye ibiremwa (bitari biriho) hanyuma akazanabigarura (nyuma yo gupfa)? Mu by’ukuri ibyo kuri Allah biroroshye.",""
3360,29,20,"20. Vuga (yewe Muhamadi) uti “Nimutambagire ku isi maze murebe uko (Allah) yaremye ibiremwa (bitari biriho), hanyuma Allah akazongera kurema bwa nyuma (ku izuka). Mu by’ukuri Allah ni Ushobora byose.”",""
3361,29,21,"21. Ahana uwo ashaka, akanagirira impuhwe uwo ashaka; kandi iwe ni ho muzagarurwa.",""
3362,29,22,"22. Kandi ntabwo mwananira (Allah) haba ku isi cyangwa mu kirere. Nta n’undi murinzi cyangwa umutabazi mufite utari Allah.",""
3363,29,23,"23. Na ba bandi bahakanye amagambo ya Allah no kuzahura na We, ni bo bataye icyizere cyo kuzabona impuhwe zanjye, kandi ni na bo bazahanishwa ibihano bibabaza.",""
3364,29,24,"24. Nta kindi cyari igisubizo cy’abantu be (Ibrahimu) uretse kuvuga bati “Mumwice cyangwa mumutwike!” Maze Allah amurokora umuriro. Mu by’ukuri muri ibyo harimo ibimenyetso ku bantu bemera.",""
3365,29,25,"25. Nuko (Ibrahimu) aravuga ati “Mu by’ukuri mwishyiriyeho ibigirwamana mu cyimbo cya Allah, kugira ngo mushimangire urukundo hagati yanyu mu buzima bw’isi. Nyamara ku munsi w’imperuka bamwe bazihakana abandi, banavumane. Kandi ubuturo bwanyu buzaba umuriro, ndetse nta n’abatabazi muzagira.”",""
3366,29,26,"26. Nuko Lutwi (Loti) yemera ubutumwa bwa Ibrahimu. Maze (Ibrahimu) aravuga ati “Nimukiye kwa Nyagasani wanjye kuko ari Umunyacyubahiro bihebuje, Nyirubugenge buhambaye.”",""
3367,29,27,"27. Maze (Ibrahimu) tumuha impano (yo kubyara) Isihaqa (Isaka) na Yaqubu (Yakobo). Nuko dushyira mu rubyaro rwe ubuhanuzi n’ibitabo. Tunamuha ibihembo bye hano ku isi (mu kuvugwa neza n’abantu bose), kandi ku munsi w’imperuka azaba ari mu ntungane.",""
3368,29,28,"28. Unibuke (yewe Muhamadi) ubwo Lutwi yabwiraga abantu be ati “Mu by’ukuri murakora ibikorwa by’urukozasoni bitigeze bikorwa n’uwo ari we wese mu biremwa.”",""
3369,29,29,"29. Ese koko mukora ubutinganyi n’abagabo (nkamwe), mugategera abantu ku nzira mugamije ubugizi bwa nabi, mukanakorera ibibi mu byicaro byanyu? Nta kindi cyabaga igisubizo cy’abantu be uretse kuvuga bati “Ngaho tuzanire ibihano bya Allah niba koko uri umwe mu banyakuri!”",""
3370,29,30,"30. (Lutwi) aravuga ati “Nyagasani! Ntsindira abantu b’abangizi.”",""
3371,29,31,"31. Maze ubwo intumwa zacu (Abamalayika) zageraga kuri Ibrahimu zimuzaniye inkuru nziza, zaravuze ziti “Mu by’ukuri tugiye kurimbura abatuye uyu mudugudu, kuko rwose abawutuye ari inkozi z’ibibi.”",""
3372,29,32,"32. (Ibrahimu) aravuga ati “Ariko (muzirikane ko) harimo Lutwi!” Baravuga bati “Twe tuzi neza abawurimo, rwose turamurokorana n’umuryango we, usibye umugore we uribube mu basigara (mu bihano).”",""
3373,29,33,"33. Nuko ubwo Intumwa zacu zageraga kwa Lutwi, byamuteye agahinda ahagarika umutima (atinya ko na zo zakorerwa ibya mfurambi), maze ziravuga ziti “Ntugire ubwoba ndetse ntunagire agahinda! Rwose turakurokorana n’umuryango wawe usibye umugore wawe uri busigare (mu bihano).”",""
3374,29,34,"34. Mu by’ukuri turamanurira igihano giturutse mu kirere ku batuye uyu mudugudu kubera ubwononnyi bakora.",""
3375,29,35,"35. Ni n’uko rwose twawusizemo ikimenyetso kigaragara ku bantu bafite ubwenge.",""
3376,29,36,"36. N’abantu b’i Mediyani twaboherereje umuvandimwe wabo Shuwayibu. Aravuga ati “Yemwe bantu banjye! Nimugaragire Allah, kandi mwizere (ibihembo byanyu) ku munsi w’imperuka. Ndetse ntimugakwize ubwangizi ku isi.”",""
3377,29,37,"37. Nuko baramuhinyura maze baterwa n’umutingito ukaze, bahinduka imirambo bapfukamye mu mazu yabo.",""
3378,29,38,"38. Kandi (twarimbuye) abantu bo mu bwoko bwa Adi n’abo mu bwoko bwa Thamudu, ndetse rwose ibyo byabagaragariye ku mazu yabo (yabaye amatongo). Shitani yanabakundishije ibikorwa byabo (bibi) maze abakumira kugana inzira y’ukuri, kandi mu by’ukuri bari abanyabwenge.",""
3379,29,39,"39. (Twanarimbuye) Qaruna, Farawo na Hamana. Kandi rwose Musa yabazaniye ibimenyetso bigaragara, ariko bagaragaje ubwibone ku isi; nyamara ntibaducitse.",""
3380,29,40,"40. Bityo, buri tsinda twarihaniye ibyaha byaryo; muri bo hari abo twoherereje inkubi y’umuyaga uvanze n’amabuye (abantu ba Lutwi), hari abakubiswe n’urusaku rw’ibihano (abantu ba Swalehe n’aba Shuwayibu), hari abo twarigitishije mu butaka (Qaruna), ndetse hari n’abo twarohamishije (abantu ba Nuhu na Farawo n’ingabo ze). Kandi Allah ntiyigeze abarenganya, ahubwo ni bo ubwabo bihemukiye.",""
3381,29,41,"41. Urugero rw’abashyize ibigirwamana mu cyimbo cya Allah (biringiye ko hari icyo byabamarira) ni nk’igitagangurirwa cyiyubakiye inzu (cyiringiye ko ikomeye nta cyagihungabanya); ariko mu by’ukuri inzu yoroshye kurusha izindi ni inzu y’igitagangurirwa; iyaba bari babizi.",""
3382,29,42,"42. Mu by’ukuri Allah azi ibyo basaba bitari We. Kandi (Allah) ni Umunyembaraga, Nyirubugenge buhambaye.",""
3383,29,43,"43. N’izo ni ingero duha abantu, ariko nta bandi bazisobanukirwa usibye abamenyi.",""
3384,29,44,"44. Allah yaremye ibirere n’isi mu kuri. Mu by’ukuri muri ibyo harimo ikimenyetso ku bemera.",""
3385,29,45,"45. Soma ibyo wahishuriwe mu gitabo (Qur’an), unahozeho iswala; mu by’ukuri iswala zibuza gukora ibiteye isoni n’ibibi. Kandi rwose gusingiza Allah biruta byose; ndetse Allah azi ibyo mukora.",""
3386,29,46,"46. Kandi ntimukajye impaka n’abahawe igitabo (Abayahudi n’Abanaswara, mubahamagarira kugana inzira y’ukuri) mutabikoze mu buryo bwiza; uretse abahemu (inkozi z’ibibi) muri bo (babarwanya). Munababwire muti “Twemeye ibyo twamanuriwe (Qur’an) n’ibyo mwamanuriwe (Ivanjili na Tawurati(; ndetse Imana yacu ari yo Mana yanyu ni imwe rukumbi. Ariko twe tuyicishaho bugufi.”",""
3387,29,47,"47.Uko ni ko twaguhishuriye (Yewe Muhamadi) igitabo (Qur’an), kandi abo twahaye igitabo (Tawurati n’Ivanjili, mbere yawe) baracyemeye (bemeye Qur’an bayoboka Isilamu); ndetse no muri abo (Abarabu) hari abacyemeye (Qur’an). Kandi nta we uhinyura amagambo yacu uretse abahakanyi.",""
3388,29,48,"48. Kandi ntabwo wigeze usoma igitabo mbere yayo (Qur’an), ndetse nta n’ubwo wigeze ucyandikisha ukuboko kwawe kw’iburyo. (Iyo biza kugenda bityo) abahinyura ukuri bari kuyishidikanyaho (bavuga ko wayiyandikiye).",""
3389,29,49,"49. Ahubwo iyo (Qur’an) ni imirongo isobanutse iri mu bituza by’abahawe ubumenyi. Kandi nta we hakana amagambo yacu uretse abanyamahugu (abahakanyi).",""
3390,29,50,"50. Kandi (ababangikanyamana) baravuze bati “Kuki (Muhamadi) atamanuriwe ibitangaza biturutse kwa Nyagasani we?” Vuga uti “Mu by’ukuri ibitangaza (byose) biri kwa Allah; naho njye ndi umuburizi ugaragara.”",""
3391,29,51,"51. Ese ntibibahagije kuba twaraguhishuriye igitabo (Qur’an) basomerwa? Mu by’ukuri muri cyo harimo impuhwe n’urwibutso ku bantu bemera.",""
3392,29,52,"52. Vuga (yewe Muhamadi) uti “Allah arahagije kuba umuhamya hagati yanjye namwe. Azi ibiri mu birere n’ibiri ku isi. Naho ba bandi bemeye ikinyoma bakanahakana Allah, abo ni bo banyagihombo.”",""
3393,29,53,"53. Banagusaba kwihutisha ibihano, nyamara iyo bitaza kuba igihe cyagenwe (cyo kubahana), ibihano byari kubageraho. Kandi rwose bizabageraho bibatunguye, batabizi.",""
3394,29,54,"54. Bagusaba kwihutisha ibihano. Kandi mu by’ukuri umuriro wa Jahanamu uzagota abahakanyi.",""
3395,29,55,"55. (Wibuke) umunsi (abahakanyi) bazatwikirwa n’ibihano bibaturutse hejuru no munsi y’ibirenge byabo, maze (Allah) akababwira ati “Nimwumve ingaruka z’ibyo mwajyaga mukora.”",""
3396,29,56,"56. Yemwe bagaragu banjye bemeye! (Niba mubuzwa kugaragira Allah, muzimuke kuko) mu by’ukuri isi yanjye ni ngari. Bityo, mube ari Njye musenga Njyenyine.",""
3397,29,57,"57. Buri roho izasogongera ku rupfu. Hanyuma iwacu ni ho muzasubizwa.",""
3398,29,58,"58. Na ba bandi bemeye bakanakora ibikorwa byiza, rwose tuzabatuza mu magorofa yo mu Ijuru ritembamo imigezi; bazabamo ubuziraherezo. Ibyo ni ibihembo byiza by’abakora neza,",""
3399,29,59,"59. Ba bandi bihanganye bakaniringira Nyagasani wabo.",""
3400,29,60,"60. Ni bingahe mu biremwa bigenda ku isi bidashobora kwishakira amafunguro; Allah akaba ari We ubiha amafunguro ndetse namwe akayabaha? Kandi We ni Uwumva bihebuje, Umumenyi uhebuje.",""
3401,29,61,"61. N’iyo ubabajije uti “Ni nde waremye ibirere n’isi akanacisha bugufi izuba n’ukwezi?” Rwose baravuga bati “Ni Allah.” None se ni gute bahinduka (bakareka ukuri bagakurikira ikinyoma?)”",""
3402,29,62,"62. Allah yongerera amafunguro uwo ashaka mu bagaragu be akanayagabanya ku wo ashaka. Mu by’ukuri Allah ni Umumenyi wa byose.",""
3403,29,63,"63. N’iyo ubabajije uti “Ni nde umanura amazi mu kirere akayahesha isi ubuzima nyuma yo gupfa kwayo (gukakara)?” Rwose baravuga bati “Ni Allah.” Vuga uti “Ishimwe n’ikuzo byuzuye bikwiye Allah. Nyamara abenshi muri bo nta bwenge bagira.”",""
3404,29,64,"64. Kandi ubu buzima bw’isi nta kindi buri cyo uretse kuba ari umukino no kwinezeza, ariko mu by’ukuri ubuturo bwo ku munsi w’imperuka (Ijuru) ni bwo buzima nyakuri, iyaba bari babizi.",""
3405,29,65,"65. N’iyo bagiye mu bwato (bagahuriramo n’ingorane), basaba Allah bamwibombaritseho. Maze yabageza imusozi amahoro, bagahita bamubangikanya.",""
3406,29,66,"66. Kugira ngo bahakane ibyo twabahaye (tubarokora) kandi banishimishe. Ariko baraza kumenya (ingaruka z’ibyo bakoze).",""
3407,29,67,"67. Ese ntibabona ko twagize (Maka) ahantu hatagatifu kandi hatekanye, mu gihe mu nkengero zaho abantu bashimutwa? None se ibitari ukuri ni byo bemera hanyuma inema za Allah bakaba ari zo bahakana?",""
3408,29,68,"68. Ni nde nkozi y’ibibi kurusha uwahimbiye Allah ikinyoma, cyangwa uwahakanye ukuri kwamugezeho? Ese mu muriro wa Jahanamu si ho cyicaro (kibi) cy’abahakanyi?",""
3409,29,69,"69. Kandi ba bandi bagira umuhate (mu nzira yacu itugana) kubera twe, rwose tuzabayobora inzira zacu. Ndetse mu by’ukuri Allah ari kumwe n’abakora ibyiza.",""
3410,30,1,"1. Alif Laam Miim[170].","[170] Inyuguti nk’izi twazivuzeho mu masura yatambutse."
3411,30,2,"2. Abaroma baratsinzwe[171],","[171] Ugutsindwa kw’Abaromani kuvugwa muri uyu murongo kwakomotse ku ntambara barwanagamo n’Abaperise. Muri icyo gihe ababangikanyamana b’i Maka bifuzaga ko Abaperise batsinda Abaromani kuko basengaga ibigirwamana nka bo, mu gihe ku rundi ruhande Abayisilamu bo bifuzaga ko Abaroma ari bo batsinda kuko bari Abanaswara."
3412,30,3,"3. Mu gihugu cyo hafi (y’Abaperise)[172]. Ariko nyuma yo gutsindwa kwabo na bo bazatsinda.","[172] Igihugu kiri hafi y’Abaperise iyo ntambara yabereyemo ni aho bita Al Jazira hagati y’umugezi wa Tigre na Euphrate kuri ubu ni mu bihugu bya Iraki, Siriya, Jordan na Palesitina."
3413,30,4,"4. Mu myaka mike (iri hagati y’itatu n’icumi)! Umwanzuro ni uwa Allah mbere (yo gutsinda kw’Abaroma) na nyuma (yaho). Kandi icyo gihe abemeramana bazishima,",""
3414,30,5,"5. Ku bw’inkunga ya Allah (azatera Abaromani bagatsinda Abaperise). Atera inkunga uwo ashaka kandi We ni Umunyacyubahiro bihebuje, Nyirimbabazi.",""
3415,30,6,"6. (Iryo) ni isezerano rya Allah, kandi Allah ntajya yica isezerano rye, ariko abenshi mu bantu ntibabizi.",""
3416,30,7,"7. Bazi gusa ibigaragara mu buzima bw’isi, nyamara bakirengagiza ubuzima bw’imperuka.",""
3417,30,8,"8. Ese ntibitekerezaho (ngo barebe uko Allah yabaremye)? Nta kindi cyatumye Allah arema ibirere n’isi ndetse n’ibiri hagati yabyo, uretse impamvu y’ukuri ndetse anabigenera igihe ntarengwa (bizabaho)! Ariko mu by’ukuri abenshi mu bantu bahakana kuzahura na Nyagasani wabo.",""
3418,30,9,"9. Ese (abahakanyi) ntibatambagira isi ngo barebe uko iherezo ry’abababanjirije ryagenze? Bari abanyembaraga kubarusha, banahinga isi kubarusha bakanayibyaza umusaruro, ndetse bakanayubaka kurusha uko bo bayubaka. Banagezweho n’Intumwa zabo zibazaniye ibimenyetso bigaragara (ariko barazihinyura, maze Allah arabarimbura). Allah ntiyigeze abarenganya, ahubwo ni bo ubwabo bihemukiye.",""
3419,30,10,"10. Nuko ibyo biba iherezo ribi kuri ba bandi bakoraga nabi, kubera ko bahinyuye amagambo ya Allah (n’ibimenyetso bye) bakanayakerensa.",""
3420,30,11,"11. Allah ni We wahanze ibiremwa bitari biriho, akazanabigarura (abizura), hanyuma Iwe ni ho muzasubizwa.",""
3421,30,12,"12. N’igihe imperuka izabera, inkozi z’ibibi ziziheba (zitakaze icyizere cyo kurokoka).",""
3422,30,13,"13. Kandi ntibazagira abavugizi mu bigirwamana byabo, ndetse bazabyihakana.",""
3423,30,14,"14. N’umunsi imperuka izaba, icyo gihe (abantu) bazatandukana.",""
3424,30,15,"15. Ba bandi bemeye bakanakora ibikorwa byiza, bazakirirwa mu busitani bishimye.",""
3425,30,16,"16. Naho ba bandi bahakanye bakanahinyura amagambo yacu ndetse no kuzahura n’umunsi w’imperuka, abo bazajyanwa mu bihano (by’umuriro).",""
3426,30,17,"17. Ngaho nimusingize Allah igihe mugeze nimugoroba [igihe cy’isengesho ry’umugoroba (Magharibi) n’irya nijoro (Isha-u)], ndetse n’igihe mugeze mu gitondo (igihe cy’isengesho rya mu gitondo).",""
3427,30,18,"18. Kandi ishimwe n’ikuzo byuzuye ni ibye mu birere no ku isi; (munamusingize) ku gicamunsi (igihe cy’isengesho rya Al Aswir) n’igihe mugeze mu gihe cy’amanywa (igihe cy’isengesho rya Adhuhur)[173].","[173]-Ibun Abasi yavuze ko ibi ari byo bihe by’iswala eshanu z’itegeko byavuzwe muri Qur’an."
3428,30,19,"19. Akura ikizima mu kidafite ubuzima, akanambura ubuzima icyari kizima, ndetse agaha isi ubuzima nyuma yo gupfa kwayo (gukakara). Uko ni na ko muzazurwa.",""
3429,30,20,"20. No mu bimenyetso bye (Allah), ni uko yabaremye abakomoye mu gitaka, none dore muri abantu bakwirakwiye ku isi.",""
3430,30,21,"21. No mu bimenyetso bye ni uko yabaremeye abagore ababakomoyemo (Hawa yakomotse mu rubavu rwa Adamu), kugira ngo mubabonemo ituze, anashyira urukundo n’impuhwe hagati yanyu. Mu by’ukuri muri ibyo harimo inyigisho ku bantu batekereza.",""
3431,30,22,"22. No mu bimenyetso bye (harimo) iremwa ry’ibirere n’isi no gutandukana kw’indimi zanyu ndetse n’amabara y’uruhu rwanyu. Mu by’ukuri muri ibyo harimo inyigisho ku bantu bafite ubumenyi.",""
3432,30,23,"23. No mu bimenyetso bye ni ugusinzira kwanyu nijoro no ku manywa, no gushakisha ingabire ze kwanyu (ku manywa). Mu by’ukuri muri ibyo harimo inyigisho ku bantu bumva.",""
