"Translation Info:
#---------------------------
3328,28,76,"قارۇن ھەقىقەتەن مۇسانىڭ قەۋمىدىن ئىدى. قارۇن ئۇلارغا يوغانلىق قىلدى، قارۇنغا خەزىنىلەردىن شۇ قەدەر كۆپ بەرگەن ئىدۇقكى، ئۇلارنىڭ ئاچقۇچلىرىنى (كۆتۈرۈش) كۈچلۈك بىر جامائەگىمۇ ھەقىقەتەن ئېغىرلىق قىلاتتى، ئەينى ۋاقىتتا قارۇنغا قەۋمى ئېيتتى: «كۆرەڭلەپ كەتمە، ئاللاھ ھەقىقەتەن كۆرەڭلەپ كەتكۈچىلەرنى دوست تۇتمايدۇ[76].",""
3329,28,77,"ئاللاھ ساڭا بەرگەن بايلىق بىلەن ئاخىرەت يۇرتىنى تىلىگىن، دۇنيادىكى نېسىۋەڭنىمۇ ئۇنتۇمىغىن، ئاللاھ ساڭا ياخشىلىق قىلغاندەك، سەنمۇ (ئاللاھنىڭ بەندىلىرىگە) ياخشىلىق قىلغىن، يەر يۈزىدە بۇزغۇنچىلىقنى تىلىمىگىن، ئاللاھ ھەقىقەتەن بۇزغۇنچىلىق قىلغۇچىلارنى دوست تۇتمايدۇ»[77].",""
3330,28,78,"قارۇن: «مېنىڭ ئالاھىدە بىلىمىم بولغانلىقتىن بۇ بايلىققا ئېرىشتىم» دېدى. قارۇندىن ئىلگىرى ئۆتكەن ئۈممەتلەردىن ئۇنىڭغا قارىغاندا تېخىمۇ كۈچلۈك، توپلىغان (مېلى) تېخىمۇ كۆپ بولغان كىشىلەرنى ئاللاھنىڭ ھالاك قىلغانلىقىنى ئۇ بىلمىدىمۇ؟ گۇناھكارلارنىڭ گۇناھلىرىنىڭ سورىلىشى (ئاللاھ بۇنى بىلگەنلىكى ئۈچۈن) ھاجەتسىزدۇر[78].",""
3331,28,79,"قارۇن ئۆز قەۋمىنىڭ ئالدىغا بارلىق زىننىتى بىلەن ھەشەمەتلىك ھالدا چىقتى. دۇنيا تىرىكچىلىكىنى كۆزلەيدىغانلار: «كاشكى بىزگە قارۇنغا بېرىلگەندەك بايلىق بېرىلسىچۇ! ئۇ ھەقىقەتەن (دۇنيالىقتىن) چوڭ نېسىۋىگە ئىگە ئىكەن» دېدى[79].",""
3332,28,80,"ئىلىملىك كىشىلەر: «ۋاي سىلەرگە! ئىمان ئېيتقان ۋە ياخشى ئەمەلنى قىلغان كىشىگە ئاللاھنىڭ ساۋابى ياخشىدۇر. ئۇ ساۋاب پەقەت سەۋر قىلغۇچىلارغىلا بېرىلىدۇ» دېدى[80].",""
3333,28,81,"قارۇننى ئۇنىڭ ئۆيى بىلەن قوشۇپ يەرگە يۇتقۇزدۇق، ئۇنىڭدىن ئاللاھنىڭ ئازابىنى دەپئى قىلىدىغان بىر جامائە بولمىدى. قارۇن ئۆزىنى قوغدىيالمىدى[81].",""
3334,28,82,"تۈنۈگۈن تېخى قارۇننىڭ دەرىجىسىنى ئارزۇ قىلغانلار دېيىشتىكى، «پاھ، كۆردۈڭمۇ؟ ئاللاھ بەندىلىرىدىن خالىغان ئادەمنىڭ رىزقىنى كەڭ قىلىدىكەن، (خالىغان ئادەمنىڭ رىزقىنى) تار قىلىدىكەن، ئاللاھ بىزگە مەرھەمەت قىلمىغان (يەنى ئارزۇ قىلغىنىمىزنى بەرگەن) بولسا ئىدى، بىزنى ئەلۋەتتە يەر يۇتاتتى، ۋاي كۆردۈڭمۇ؟ كاپىرلار نىجات تاپمايدۇ»[82].",""
3335,28,83,"ئەنە شۇ ئاخىرەت يۇرتىنى يەر يۈزىدە چوڭچىلىق قىلىشنى ۋە بۇزغۇنچىلىق قىلىشنى كۆزلىمەيدىغانلارغا خاس قىلدۇق، (ياخشى) ئاقىۋەت تەقۋادارلارغا مەنسۇپتۇر[83].",""
3336,28,84,"كىمكى ياخشى ئىش قىلغان ئىكەن، ئۇ قىلغان ئىشلىرىدىنمۇ ياخشى مۇكاپاتقا (يەنى قىلغان ياخشىلىقىدىن نەچچە ھەسسە ئارتۇق ساۋابقا) ئېرىشىدۇ، كىمكى يامان ئىش قىلىدىكەن، يامان ئىش قىلغانلارغا پەقەت قىلغان ئىشلىرىغا يارىشا جازا بېرىلىدۇ[84].",""
3337,28,85,"ساڭا قۇرئاننى (يەنى ئۇنى تەبلىغ قىلىشنى ۋە ئۇنىڭ ئەھكامىغا ئەمەل قىلىشنى) پەرز قىلغان زات سېنى ئەلۋەتتە قايتىدىغان يەرگە (يەنى مەككىگە) قايتۇرىدۇ، ئېيتقىنكى، «كىمنىڭ ھىدايەت ئېلىپ كەلگەنلىكىنى، كىمنىڭ ئوپئوچۇق گۇمراھلىقتا ئىكەنلىكىنى پەرۋەردىگارىم ھەممىدىن ئوبدان بىلىدۇ»[85].",""
3338,28,86,"سەن (پەيغەمبەر بولۇشتىن ئىلگىرى) قۇرئاننىڭ ساڭا نازىل قىلىنىشىنى ئۈمىد قىلمىغان ئىدىڭ، پەقەت پەرۋەردىگارىڭ رەھمەت قىلىپ (ساڭا ئۇنى نازىل قىلدى)، كاپىرلارغا ياردەمچى بولمىغىن[86].",""
3339,28,87,"ساڭا ئاللاھنىڭ ئايەتلىرى نازىل قىلىنغاندىن كېيىن، ئۇ ئايەتلەرگە (ئەمەل قىلىش) تىن كاپىرلار سېنى توسمىسۇن، پەرۋەردىگارىڭغا (يەنى ئۇنى بىردەپ بىلىشكە ۋە ئۇنىڭغا ئىبادەت قىلىشقا) دەۋەت قىلغىن، ھەرگىزمۇ مۇشرىكلاردىن بولمىغىن (يەنى ئۇلارنىڭ نەپسى خاھىشلىرىغا ماسلاشمىغىن)[87].",""
3340,28,88,"ئاللاھقا قوشۇپ باشقا بىر ئىلاھقا ئىبادەت قىلما، ئاللاھتىن باشقا ھېچ ئىلاھ يوقتۇر، ئاللاھنىڭ زاتىدىن باشقا بارلىق نەرسە يوقىلىدۇ، (مەخلۇقاتتا ئىجرا بولىدىغان) ھۆكۈم پەقەت ئاللاھقا خاستۇر، سىلەر ئاللاھنىڭ دەرگاھىغا قايتۇرۇلىسىلەر[88].",""
3341,29,1,"ئەلىف، لام، مىم[1].",""
3342,29,2,"ئىنسانلار «ئىمان ئېيتتۇق» دەپ قويۇش بىلەنلا سىنالماي تەرك ئېتىلىمىز، دەپ ئويلامدۇ؟[2]",""
3343,29,3,"ئۇلاردىن بۇرۇن ئۆتكەنلەرنى بىز ھەقىقەتەن سىنىدۇق، ئاللاھ (ئىمانىدا) راستچىللارنى چوقۇم بىلىدۇ، (ئىمانىدا) يالغانچىلارنىمۇ چوقۇم بىلىدۇ[3].",""
3344,29,4,"يامان ئىش قىلىدىغانلار بىزدىن (يەنى ئازابىمىزدىن) قېچىپ قۇتۇلالايمىز دەپ ئويلامدۇ؟ ئۇلارنىڭ چىقارغان ھۆكمى نېمىدېگەن يامان![4]",""
3345,29,5,"كىمكى ئاللاھقا مۇلاقات بولۇشنى ئۈمىد قىلىدىكەن، (بىلسۇنكى) ئاللاھنىڭ (بۇنىڭغا بەلگىلىگەن) ۋاقتى چوقۇم يېتىپ كېلىدۇ، ئاللاھ (بەندىلىرىنىڭ سۆزلىرىنى) ئاڭلاپ تۇرغۇچىدۇر، (بەندىلىرىنىڭ تاشقى ۋە ئىچكى ئەھۋالىنى) بىلىپ تۇرغۇچىدۇر[5].",""
3346,29,6,"كىمكى جىھاد قىلىدىكەن، ئۇنىڭ قىلغان جىھادى ئۆزىنىڭ پايدىسى ئۈچۈندۇر، ئاللاھ ھەقىقەتەن تامامى ئەھلى جاھاندىن بىھاجەتتۇر[6].",""
3347,29,7,"شۈبھىسىزكى، ئىمان ئېيتقان ۋە ياخشى ئەمەللەرنى قىلغانلارنىڭ گۇناھلىرىنى يوققا چىقىرىمىز، ئۇلارنى ئەلۋەتتە قىلغان ئەمەللىرىنىڭ ئەڭ ياخشىسى بىلەن مۇكاپاتلايمىز[7].",""
3348,29,8,"ئىنساننى ئاتا ـ ئانىسىغا ياخشىلىق قىلىشقا بۇيرۇدۇق، ئەگەر ئاتا ـ ئاناڭ سېنى سەن بىلمەيدىغان نەرسىنى ماڭا شېرىك كەلتۈرۈشكە زورلىسا، ئۇلارغا ئىتائەت قىلمىغىن، سىلەر مېنىڭ دەرگاھىمغا قايتىپ بارىسىلەر، سىلەرگە قىلمىشلىرىڭلارنى خەۋەر قىلىمەن[8].",""
3349,29,9,"ئىمان ئېيتقان ۋە ياخشى ئەمەل قىلغانلارنى چوقۇم ياخشىلار قاتارىغا كىرگۈزىمىز[9].",""
3350,29,10,"بەزى كىشىلەر: «ئاللاھقا ئىمان ئېيتتۇق» دەيدۇ، ئاللاھنىڭ يولىدا بىرەر ئەزىيەت تارتسا، كىشىلەر تەرىپىدىن يەتكەن كۈلپەتنى ئاللاھنىڭ ئازابى بىلەن ئوخشاش بىلىدۇ، ئەگەر پەرۋەردىگارىڭدىن مەدەت كەلسە: «بىز ھەقىقەتەن سىلەر بىلەن بىللە ئىدۇق» دەيدۇ. ئاللاھ جاھان ئەھلىنىڭ دىللىرىدىكىنى ھەممىدىن ئوبدان بىلمەمدۇ؟[10]",""
3351,29,11,"ئاللاھ مۆمىنلەرنى چوقۇم بىلىدۇ، مۇناپىقلارنىمۇ چوقۇم بىلىدۇ[11].",""
3352,29,12,"كاپىرلار مۆمىنلەرگە: «بىزنىڭ يولىمىز (يەنى دىنىمىز) غا ئەگىشىڭلار، سىلەرنىڭ گۇناھىڭلارنى بىز ئۈستىمىزگە ئالىمىز» دېدى. كاپىرلار مۆمىنلەرنىڭ گۇناھلىرىدىن ئازراقمۇ ئۈستىگە ئالالمايدۇ، ئۇلار ھەقىقەتەن يالغانچىلاردۇر[12].",""
3353,29,13,"ئۇلار ئۆزلىرىنىڭ يۈكلىرىنى ۋە ئۇنىڭغا قوشۇپ باشقا يۈكلەرنى (يەنى ئۆزلىرىنىڭ گۇناھلىرىنى ۋە ئازدۇرغانلىرىنىڭ گۇناھلىرىنى) ئۈستىگە ئالىدۇ، قىيامەت كۈنى ئۇلار ئۆزلىرى ئويدۇرۇپ چىققان يالغان سۆزلىرى ئۈچۈن سوراققا تارتىلىدۇ[13].",""
3354,29,14,"بىز ھەقىقەتەن نۇھنى قەۋمىگە (پەيغەمبەر قىلىپ) ئەۋەتتۇق، نۇھ (قەۋمىنى تەۋھىدكە دەۋەت قىلىپ) ئۇلارنىڭ ئىچىدە 50 يىل كەم 1000 يىل تۇردى (نۇھ ئەلەيھىسسالامنىڭ قەۋمى بۇتپەرەس بولۇپ، ئۇنىڭ پەيغەمبەرلىكىگە چىنپۈتمىدى). ئۇلار زالىم بولغانلىقلىرى (يەنى كۇفرىدا ۋە گۇمراھلىقتا چىڭ تۇرۇپ ئۆزلىرىگە زۇلۇم قىلغانلىقلىرى) ئۈچۈن، ئاللاھ ئۇلارنى توپان (بالاسى) بىلەن ھالاك قىلدى[14].",""
3355,29,15,"بىز نۇھنى ۋە كېمىدىكىلەرنى (غەرق بولۇپ كېتىشتىن) قۇتقۇزدۇق، توپاننى پۈتۈن ئەھلى جاھان ئۈچۈن ئىبرەت قىلدۇق[15].",""
3356,29,16,"ئىبراھىمنىمۇ (قەۋمىگە پەيغەمبەر قىلىپ ئەۋەتتۇق)، ئۆز ۋاقتىدا ئۇ قەۋمىگە ئېيتتى: «بىر ئاللاھقا ئىبادەت قىلىڭلار ۋە ئۇنىڭدىن قورقۇڭلار، ئەگەر بىلسەڭلار مۇنداق قىلىش سىلەر ئۈچۈن ياخشىدۇر[16].",""
3357,29,17,"ئاللاھنى قويۇپ بۇتلارغىلا ئىبادەت قىلىسىلەر (بۇتلارنى ئۆز قولۇڭلار بىلەن ياسىۋالغانسىلەر، بۇتلارنىڭ قولىدىن پايدا ـ زىيان كەلمەيدۇ) ۋە يالغاننىلا ئويدۇرىسىلەر، سىلەرنىڭ ئاللاھنى قويۇپ چوقۇنۇۋاتقىنىڭلار (يەنى بۇتلار) سىلەرگە رىزىق بېرىشكە قادىر ئەمەس، رىزىقنى ئاللاھنىڭ دەرگاھىدىن تەلەپ قىلىڭلار (رىزىق بېرىشكە پەقەت ئاللاھنىڭ ئۆزى قادىردۇر)، ئاللاھقا ئىبادەت قىلىڭلار ۋە ئۇنىڭغا شۈكۈر قىلىڭلار، ئاللاھنىڭ دەرگاھىغا قايتۇرۇلىسىلەر[17].",""
3358,29,18,"سىلەر (مېنى) ئىنكار قىلساڭلار (ئىنكار قىلغانلىقىڭلار بىلەن ماڭا قىلچە زىيان يەتكۈزەلمەيسىلەر، پەقەت ئۆزۈڭلارغا زىيان يەتكۈزىسىلەر)، سىلەردىن ئىلگىرىكى نۇرغۇن ئۈممەتلەرمۇ (پەيغەمبەرلىرىنى) ئىنكار قىلغان (شۇنىڭ بىلەن ئۇلارغا ئاللاھنىڭ ئازابى نازىل بولغان، سىلەرگىمۇ شۇنداق ئازاب نازىل بولىدۇ)، پەيغەمبەرنىڭ مەسئۇلىيىتى پەقەت (ئاللاھنىڭ ئەمىرلىرىنى) چۈشىنىشلىك قىلىپ يەتكۈزۈشتۇر»[18].",""
3359,29,19,"ئۇلار (يەنى ئىنكار قىلغۇچىلار) ئاللاھنىڭ مەخلۇقاتىنى دەسلەپتە يوقتىن قانداق بارلىققا كەلتۈرگەنلىكىنى، ئاندىن ئۇنى (ئۆلگەندىن كېيىن) تىرىلدۈرىدىغانلىقىنى كۆرمىدىمۇ؟ بۇ ئاللاھقا ھەقىقەتەن ئاساندۇر (ئۇلار بۇنى قانداقمۇ ئىنكار ق ىلىدۇ، دەسلەپتە يارىتىشقا قادىر بولغان زات قايتا ئەسلىگە كەلتۈرۈشكە ئەلۋەتتە قادىردۇر)[19].",""
3360,29,20,"ئېيتقىنكى، «زېمىندا سەير قىلىڭلار، ئاللاھنىڭ مەخلۇقاتىنى قانداق قىلىپ (يوقتىن) بار قىلغانلىقىغا قاراڭلار، ئاندىن ئاللاھ ئۇلارنى (قىيامەتتە) قايتا پەيدا قىلىدۇ، ئاللاھ ھەقىقەتەن ھەممە نەرسىگە قادىردۇر[20].",""
3361,29,21,"ئاللاھ خالىغان ئادەمنى جازالايدۇ، خالىغان ئادەمگە رەھمەت قىلىدۇ، (قىيامەتتە) ئاللاھنىڭ دەرگاھىغا قايتۇرۇلىسىلەر[21].",""
3362,29,22,"سىلەر مەيلى زېمىندا بولسۇن، مەيلى ئاسماندا بولسۇن، ئاللاھ (نىڭ ئازابى) دىن قېچىپ قۇتۇلالمايسىلەر، سىلەرگە ئاللاھتىن بۆلەك دوستمۇ يوق، مەدەتكارمۇ يوق»[22].",""
3363,29,23,"ئاللاھنىڭ ئايەتلىرىنى ۋە ئۇنىڭغا مۇلاقات بولۇشنى (يەنى ئاخىرەتنى) ئىنكار قىلغانلار -ئەنە شۇلار مېنىڭ رەھمىتىمدىن نائۈمىد بولدى. ئەنە شۇلار قاتتىق ئازابقا دۇچار بولىدۇ[23].",""
3364,29,24,"ئىبراھىمنىڭ قەۋمىنىڭ جاۋابى: «ئىبراھىمنى ئۆلتۈرۈڭلار ياكى كۆيدۈرۈڭلار!» دېيىشتىن ئىبارەت بولدى. ئاللاھ ئۇنى ئوتتىن قۇتۇلدۇردى (ئۇلار ئىبراھىم ئەلەيھىسسالامنى ئوتقا تاشلىغاندا، ئاللاھ ئۇنىڭغا ئوتنى سۈرۈن ۋە ئامان جاي قىلىپ بەردى). ھەقىقەتەن بۇنىڭدا ئىمان ئېيتقان قەۋم ئۈچۈن (ئاللاھنىڭ قۇدرىتىنى كۆرسىتىدىغان) نۇرغۇن دەلىللەر بار[24].",""
3365,29,25,"ئىبراھىم ئېيتتى: «بۇ دۇنيادا (بۇتلارغا چوقۇنۇش مەقسىتىدە يىغىلىشىڭلارنىڭ) ئاراڭلاردىكى دوستلۇققا سەۋەب بولۇشى ئۈچۈن، ئاللاھنى قويۇپ بۇتلارنى مەبۇد قىلىۋالدىڭلار، ئاندىن قىيامەت كۈنى بەزىڭلارنى بەزىڭلار ئىنكار قىلىسىلەر، بەزىڭلارغا بەزىڭلار لەنەت ئوقۇيسىلەر (يەنى قىيامەت كۈنى مەزكۇر دوستلۇق دۈشمەنلىككە ئايلىنىدۇ، ئەگەشتۈرگۈچىلەر ئەگەشكۈچىلەردىن ئادا ـ جۇدا بولىدۇ، ئەگەشكۈچىلەر ئەگەشتۈرگۈچىلەرگە لەنەت ئوقۇيدۇ، چۈنكى ئۇلارنىڭ دۇنيادىكى دوستلۇقى ئاللاھ ئۈچۈن بولغان ئەمەس)، سىلەرنىڭ جايىڭلار دوزاخ بولىدۇ، سىلەرنى (دوزاختىن قۇتۇلدۇرىدىغان) ھېچقانداق ياردەمچى بولمايدۇ»[25].",""
3366,29,26,"لۇت ئىبراھىمغا ئىمان ئېيتتى. ئىبراھىم ئېيتتى: «مەن چوقۇم پەرۋەردىگارىم تەرىپىگە ھىجرەت قىلىمەن (يەنى ئاللاھنىڭ رازىلىقىنى ئىزدەش يۈزىسىدىن ۋەتىنىمنى تەرك ئېتىپ، ئاللاھ ئەمر قىلغان جايغا ھىجرەت قىلىپ بارىمەن). ئاللاھ ھەقىقەتەن غالىبتۇر، ھېكمەت بىلەن ئىش قىلغۇچىدۇر»[26].",""
3367,29,27,"ئىبراھىمغا ئىسھاقنى، يەئقۇبنى ئاتا قىلدۇق (يەنى ئىبراھىم ئەلەيھىسسالام خۇدالىق ئۈچۈن قەۋمىدىن ئايرىلغاندىن كېيىن، ياخشى پەرزەنت ئىسھاقنى بەردۇق ۋە ئىسھاقنىڭ ئوغلى بولغان نەۋرىسى يەئقۇبنى بەردۇق)، (ئۇنىڭدىن كېيىن) پەيغەمبەرلىكنى، كىتابنى (يەنى ساماۋى كىتابلارنى) ئۇنىڭ ئەۋلادىغا خاس قىلدۇق، دۇنيادىكى مۇكاپاتنى ئۇنىڭغا ئاتا قىلدۇق (يەنى جىمى دىنلاردا ئۇنى ياخشى نامغا ئىگە قىلدۇق)، ئۇ ھەقىقەتەن ئاخىرەتتە ياخشى بەندىلەردىندۇر[27].",""
3368,29,28,"لۇتنى (قەۋمىگە پەيغەمبەر قىلىپ ئەۋەتتۇق)، ئەينى ۋاقىتتا ئۇ قەۋمىگە ئېيتتى: «سىلەر ھەقىقەتەن قەبىھ ئىش قىلىۋاتىسىلەر، سىلەردىن ئىلگىرى جاھان ئەھلىدىن بىرىمۇ مۇنداق قەبىھ ئىشنى قىلغان ئەمەس[28].",""
3369,29,29,"سىلەر ھەقىقەتەن لىۋاتە قىلامسىلەر؟ يوللارنى توسۇپ بۇلاڭچىلىق قىلامسىلەر؟ سورۇنلىرىڭلاردا ئوپئوچۇق يامان ئىشلارنى قىلىۋېرەمسىلەر؟» ئۇنىڭ قەۋمىنىڭ جاۋابى: «ئەگەر سەن راستچىللاردىن بولساڭ، بىزگە ئاللاھنىڭ ئازابىنى كەلتۈرگىن» دېيىشتىنلا ئىبارەت بولدى[29].",""
3370,29,30,"لۇت: «پەرۋەردىگارىم! بۇزغۇنچى قەۋمگە قارشى ماڭا ياردەم بەرگىن (يەنى ئۇلارنى ھالاك قىلىپ ماڭا ياردەم بەرگىن، ئۇلار بۇزغۇنچى ئەخمەقلەر بولۇپ، ئۇلارنىڭ تۈزىلىشى ئۈمىد قىلىنمايدۇ، ئۇلار گۇمراھلىققا، بۇزۇقچىلىققا چۆمۈپ كەتكەن)» دېدى[30].",""
3371,29,31,"ئەلچىلىرىمىز (يەنى پەرىشتىلەر) ئىبراھىمغا (پەرزەنت بېرىلىشتىن ئىبارەت) خۇشخەۋەر ئېلىپ كەلگەن چاغدا، ئۇلار: «بىز بۇ شەھەر ئاھالىسىنى چوقۇم ھالاك قىلىمىز، ئۇنىڭ ئاھالىسى ھەقىقەتەن زالىم ئىدى» دېدى[31].",""
3372,29,32,"ئىبراھىم: «ئۇ شەھەردە لۇت بارغۇ (يەنى لۇتقا ئوخشاش بىر ياخشى پەيغەمبەر تۇرۇۋاتقان شەھەر ئاھالىسىنى قانداقمۇ ھالاك قىلىسىلەر؟)» دېدى. پەرىشتىلەر ئېيتتى: «بۇ شەھەردە بار كىشىلەرنى بىز (يەنى لۇتنى ۋە ئۇنىڭغا ئەگەشكەن مۆمىنلەرنى) ئوبدان بىلىمىز، ئۇنى ۋە ئۇنىڭ ئايالىدىن باشقا كىشىلىرىنى ئەلۋەتتە قۇتۇلدۇرىمىز، پەقەت ئايالى (كۇفرىدا قەۋمىگە ھەمنەپەس بولغانلىقى ئۈچۈن) قېلىپ ھالاك بولغۇچىلاردىن بولىدۇ»[32].",""
3373,29,33,"بىزنىڭ ئەلچىلىرىمىز لۇتقا كەلگەن چاغدا، لۇت ئۇلارنى قوغداپ قالالمايدىغانلىقىدىن ئەنسىرەپ قايغۇردى ۋە يۈرىكى سىقىلدى، ئۇلار ئېيتتى: «سەن قورقمىغىن ۋە قايغۇرمىغىن، بىز چوقۇم سېنى ۋە ئايالىڭدىن بۆلەك كىشىلىرىڭنى چوقۇم قۇتۇلدۇرىمىز، پەقەت ئۇ قېلىپ ھالاك بولغۇچىلاردىن بولىدۇ»[33].",""
3374,29,34,"بۇ شەھەرنىڭ ئاھالىسى ئاللاھنىڭ ئىتائىتىدىن چىققانلىقلىرى ئۈچۈن، ئۇلارغا بىز چوقۇم ئاسماندىن ئازاب چۈشۈرىمىز[34].",""
3375,29,35,"چۈشۈنىدىغان قەۋم ئۈچۈن (ئىبرەت قىلىپ) ئۇنىڭدىن (يەنى شەھەر خارابىسىنىڭ ئىزلىرىدىن) روشەن نىشاننى ھەقىقەتەن قالدۇردۇق[35].",""
3376,29,36,"مەديەن (ئاھالىسىگە) ئۇلارنىڭ قېرىندىشى شۇئەيبنى (پەيغەمبەر قىلىپ ئەۋەتتۇق)، شۇئەيب: «ئى قەۋمىم! بىر ئاللاھقا ئىبادەت قىلىڭلار، ئاخىرەت كۈنىدىن قورقۇڭلار، يەر يۈزىدە بۇزغۇنچىلىق قىلىپ پىتنە ـ پاسات تېرىماڭلار» دېدى[36].",""
3377,29,37,"ئۇلار شۇئەيبنى ئىنكار قىلدى، شۇنىڭ بىلەن ئۇلارغا قاتتىق زىلزىلە يۈزلەندى ـ دە، ئۇلار ئۆيلىرىدە ئولتۇرغان پېتى قېتىپ قېلىشتى[37].",""
3378,29,38,"ئادنى ۋە سەمۇدنى (ھالاك قىلدۇق)، (ئى ئەھلى مەككە!) سىلەرگە ھەقىقەتەن ئۇلارنىڭ (ھىجازدىكى، يەمەندىكى) تۇرالغۇ جايلىرىدىن ئۇلارنىڭ ھالاك بولغانلىقى مەلۇم بولدى، شەيتان ئۇلارغا (كۇفرىدىن ۋە گۇناھلاردىن ئىبارەت) ئەمەللىرىنى چىرايلىق كۆرسەتتى، ئۇلارنى توغرا يولدىن توستى، ئۇلار ئەقىل ئىگىلىرى ئىدى (لېكىن ئۇلار تەكەببۇرلۇق يۈزىسىدىن ئەقلىنى جايىدا ئىشلەتمىدى)[38].",""
3379,29,39,"(دۇنيا ـ دەپنىسى نۇرغۇن) قارۇننى، پىرئەۋننى ۋە (ئۇنىڭ زۇلۇمدا ياردەمچى بولغان ۋەزىرى) ھاماننى (ھالاك قىلدۇق)، شۈبھىسىزكى، مۇسا ئۇلارغا روشەن مۆجىزىلەرنى ئېلىپ كەلدى، ئۇلار زېمىندا چوڭچىلىق قىلدى (يەنى ئاللاھقا ئىبادەت قىلىشتىن، پەيغەمبەرگە ئىتائەت قىلىشتىن بويۇنتاۋلىق قىلدى)، ئۇلار (ئازابىمىزدىن) قېچىپ كېتەلمىدى[39].",""
3380,29,40,"(بۇ گۇناھكارلارنىڭ) ھەربىرىنى گۇناھى تۈپەيلىدىن جازالىدۇق، ئۇلارنىڭ بەزىسىگە تاش ياغدۇردۇق، ئۇلارنىڭ بەزىسىنى قاتتىق ئاۋاز ھالاك قىلدى، ئۇلارنىڭ بەزىسىنى (مال ـ مۈلكى بىلەن قوشۇپ) يەرگە يۇتقۇزدۇق، ئۇلارنىڭ بەزىسىنى (سۇدا) غەرق قىلدۇق، ئاللاھ ئۇلارغا زۇلۇم قىلمىدى، لېكىن ئۇلار ئۆزلىرىگە ئۆزلىرى زۇلۇم قىلدى[40].",""
3381,29,41,"ئاللاھنى قويۇپ باشقا نەرسىلەرنى مەبۇد قىلىۋالغانلارنىڭ مىسالى ئۆي ياسىغان ئۆمۈچۈكنىڭ مىسالىغا ئوخشايدۇ (يەنى ئۆمۈچۈكنىڭ ئۆيى ئۇنى ئىسسىق ـ سوغۇقتىن قوغدىيالمىغاندەك، ئۇلارنىڭ چوقۇنۇۋاتقانلىرىمۇ ئۇلارغا ھېچقانداق پايدا ـ زىيان يەتكۈزەلمەيدۇ)، ئۆيلەرنىڭ ئەڭ ئاجىزى ئۆمۈچۈكنىڭ ئۆيىدۇر. ئەگەر ئۇلار (بۇ ھەقىقەتنى) بىلسە ئىدى (ئاللاھتىن باشقىغا چوقۇنمايتتى)[41].",""
3382,29,42,"ئاللاھ ئۇلار ئاللاھنى تاشلاپ ئىبادەت قىلىۋاتقان نەرسىنى ئوبدان بىلىدۇ، ئاللاھ غالىبتۇر، ھېكمەت بىلەن ئىش قىلغۇچىدۇر[42].",""
3383,29,43,"بىز ئىنسانلارغا (قۇرئاندا ئۇلارنىڭ زېھنىگە يېقىنلاشتۇرۇش ئۈچۈن) بايان قىلغان بۇ تەمسىللەرنى پەقەت ئىلىم ئىگىلىرىلا چۈشىنەلەيدۇ[43].",""
3384,29,44,"ئاللاھ ئاسمانلارنى ۋە زېمىننى ھەق ياراتتى، ھەقىقەتەن بۇنىڭدا مۆمىنلەر ئۈچۈن (ئاللاھنىڭ بىرلىكىنى كۆرسىتىدىغان) دەلىل بار[44].",""
3385,29,45,"(ئى مۇھەممەد!) ساڭا ۋەھىي قىلىنغان كىتابنى (يەنى قۇرئاننى) تىلاۋەت قىلغىن، نامازنى (تەئدىل ئەركان بىلەن) ئوقۇغىن، ناماز ھەقىقەتەن قەبىھ ئىشلاردىن ۋە گۇناھلاردىن توسىدۇ، ئاللاھنى ياد ئېتىش ھەممىدىن (يەنى ئۇنىڭدىن باشقا ھەممە ئىبادەتتىن) ئۇلۇغدۇر، ئاللاھ قىلىۋاتقان (ھەممە) ئىشىڭلارنى بىلىپ تۇرىدۇ[45].",""
3386,29,46,"ئەھلى كىتاب بىلەن پەقەت ئەڭ چىرايلىق رەۋىشتە مۇنازىرىلىشىڭلار، ئۇلارنىڭ ئىچىدىكى زۇلۇم قىلغۇچىلار (يەنى سىلەرگە قارشى ئۇرۇش قىلغۇچىلار ۋە فىدىيە بېرىشتىن باش تارتقۇچىلار) بۇنىڭدىن مۇستەسنا، ئېيتىڭلاركى، «بىزگە نازىل قىلىنغان كىتابقا ۋە سىلەرگە نازىل قىلىنغان كىتابقا ئىمان ئېيتتۇق، سىلەرنىڭ ئىلاھىڭلار ۋە بىزنىڭ ئىلاھىمىز بىردۇر، بىز ئاللاھقا بويسۇنغۇچىلارمىز»[46].",""
3387,29,47,"(ئى مۇھەممەد!) شۇنىڭدەك (يەنى سەندىن ئىلگىرىكىلەرگە كىتاب نازىل قىلغاندەك) ساڭىمۇ كىتاب (يەنى قۇرئان) نازىل قىلدۇق. بىز كىتاب بەرگەنلەر (يەنى يەھۇدىيلار، ناسارالار) دىن قۇرئانغا ئىشىنىدىغانلار بار، بۇلاردىن (يەنى مەككە ئاھالىسىدىن) مۇ قۇرئانغا ئىشىنىدىغانلار بار، بىزنىڭ ئايەتلىرىمىزنى پەقەت كاپىرلارلا ئىنكار قىلىدۇ[47].",""
